original_split,data
val,/imgs/sh/t1/L81_892823_780471.jpg /imgs/sh/t3/L81_892823_780471.jpg /labels/sh/t1VSt3/L81_892823_780471.png /building_labels/sh/t1/L81_892823_780471.png /building_labels/sh/t3/L81_892823_780471.png /offset_st_resize256/sh/t1/L81_892823_780471.tif /offset_st_resize256/sh/t3/L81_892823_780471.tif /flow_btv3_resize256/sh/t1VSt3/L81_892823_780471.tif
test,/imgs/bj/t2/L81_00823_784071.jpg /imgs/bj/t3/L81_00823_784071.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00823_784071.png /building_labels/bj/t2/L81_00823_784071.png /building_labels/bj/t3/L81_00823_784071.png
train,/imgs/sh/t1/L81_892815_780463.jpg /imgs/sh/t2/L81_892815_780463.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892815_780463.png /building_labels/sh/t1/L81_892815_780463.png /building_labels/sh/t2/L81_892815_780463.png /offset_st_resize256/sh/t1/L81_892815_780463.tif /offset_st_resize256/sh/t2/L81_892815_780463.tif /flow_btv3_resize256/sh/t1VSt2/L81_892815_780463.tif
train,/imgs/bj/t1/L81_00687_784287.jpg /imgs/bj/t3/L81_00687_784287.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00687_784287.png /building_labels/bj/t1/L81_00687_784287.png /building_labels/bj/t3/L81_00687_784287.png /offset_st_resize256/bj/t1/L81_00687_784287.tif /offset_st_resize256/bj/t3/L81_00687_784287.tif /flow_btv3_resize256/bj/t1VSt3/L81_00687_784287.tif
train,/imgs/sh/t2/L81_892783_780447.jpg /imgs/sh/t3/L81_892783_780447.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892783_780447.png /building_labels/sh/t2/L81_892783_780447.png /building_labels/sh/t3/L81_892783_780447.png /offset_st_resize256/sh/t2/L81_892783_780447.tif /offset_st_resize256/sh/t3/L81_892783_780447.tif /flow_btv3_resize256/sh/t2VSt3/L81_892783_780447.tif
test,/imgs/bj/t1/L81_00679_784167.jpg /imgs/bj/t3/L81_00679_784167.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00679_784167.png /building_labels/bj/t1/L81_00679_784167.png /building_labels/bj/t3/L81_00679_784167.png
train,/imgs/sh/t2/L81_892863_780527.jpg /imgs/sh/t3/L81_892863_780527.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892863_780527.png /building_labels/sh/t2/L81_892863_780527.png /building_labels/sh/t3/L81_892863_780527.png /offset_st_resize256/sh/t2/L81_892863_780527.tif /offset_st_resize256/sh/t3/L81_892863_780527.tif /flow_btv3_resize256/sh/t2VSt3/L81_892863_780527.tif
val,/imgs/sh/t1/L81_892903_780439.jpg /imgs/sh/t3/L81_892903_780439.jpg /labels/sh/t1VSt3/L81_892903_780439.png /building_labels/sh/t1/L81_892903_780439.png /building_labels/sh/t3/L81_892903_780439.png /offset_st_resize256/sh/t1/L81_892903_780439.tif /offset_st_resize256/sh/t3/L81_892903_780439.tif /flow_btv3_resize256/sh/t1VSt3/L81_892903_780439.tif
test,/imgs/sh/t1/L81_892911_780447.jpg /imgs/sh/t2/L81_892911_780447.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892911_780447.png /building_labels/sh/t1/L81_892911_780447.png /building_labels/sh/t2/L81_892911_780447.png
train,/imgs/bj/t2/L81_00663_784047.jpg /imgs/bj/t3/L81_00663_784047.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784047.png /building_labels/bj/t2/L81_00663_784047.png /building_labels/bj/t3/L81_00663_784047.png /offset_st_resize256/bj/t2/L81_00663_784047.tif /offset_st_resize256/bj/t3/L81_00663_784047.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784047.tif
train,/imgs/bj/t1/L81_00647_784103.jpg /imgs/bj/t3/L81_00647_784103.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00647_784103.png /building_labels/bj/t1/L81_00647_784103.png /building_labels/bj/t3/L81_00647_784103.png /offset_st_resize256/bj/t1/L81_00647_784103.tif /offset_st_resize256/bj/t3/L81_00647_784103.tif /flow_btv3_resize256/bj/t1VSt3/L81_00647_784103.tif
train,/imgs/sh/t2/L81_892871_780439.jpg /imgs/sh/t3/L81_892871_780439.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892871_780439.png /building_labels/sh/t2/L81_892871_780439.png /building_labels/sh/t3/L81_892871_780439.png /offset_st_resize256/sh/t2/L81_892871_780439.tif /offset_st_resize256/sh/t3/L81_892871_780439.tif /flow_btv3_resize256/sh/t2VSt3/L81_892871_780439.tif
train,/imgs/bj/t1/L81_00671_784087.jpg /imgs/bj/t3/L81_00671_784087.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00671_784087.png /building_labels/bj/t1/L81_00671_784087.png /building_labels/bj/t3/L81_00671_784087.png /offset_st_resize256/bj/t1/L81_00671_784087.tif /offset_st_resize256/bj/t3/L81_00671_784087.tif /flow_btv3_resize256/bj/t1VSt3/L81_00671_784087.tif
val,/imgs/sh/t1/L81_892839_780527.jpg /imgs/sh/t2/L81_892839_780527.jpg /labels/sh/t1VSt2/L81_892839_780527.png /building_labels/sh/t1/L81_892839_780527.png /building_labels/sh/t2/L81_892839_780527.png /offset_st_resize256/sh/t1/L81_892839_780527.tif /offset_st_resize256/sh/t2/L81_892839_780527.tif /flow_btv3_resize256/sh/t1VSt2/L81_892839_780527.tif
train,/imgs/sh/t1/L81_892927_780447.jpg /imgs/sh/t3/L81_892927_780447.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892927_780447.png /building_labels/sh/t1/L81_892927_780447.png /building_labels/sh/t3/L81_892927_780447.png /offset_st_resize256/sh/t1/L81_892927_780447.tif /offset_st_resize256/sh/t3/L81_892927_780447.tif /flow_btv3_resize256/sh/t1VSt3/L81_892927_780447.tif
train,/imgs/sh/t1/L81_892831_780519.jpg /imgs/sh/t2/L81_892831_780519.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892831_780519.png /building_labels/sh/t1/L81_892831_780519.png /building_labels/sh/t2/L81_892831_780519.png /offset_st_resize256/sh/t1/L81_892831_780519.tif /offset_st_resize256/sh/t2/L81_892831_780519.tif /flow_btv3_resize256/sh/t1VSt2/L81_892831_780519.tif
test,/imgs/bj/t2/L81_00655_784311.jpg /imgs/bj/t3/L81_00655_784311.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00655_784311.png /building_labels/bj/t2/L81_00655_784311.png /building_labels/bj/t3/L81_00655_784311.png
train,/imgs/bj/t1/L81_00647_784279.jpg /imgs/bj/t2/L81_00647_784279.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00647_784279.png /building_labels/bj/t1/L81_00647_784279.png /building_labels/bj/t2/L81_00647_784279.png /offset_st_resize256/bj/t1/L81_00647_784279.tif /offset_st_resize256/bj/t2/L81_00647_784279.tif /flow_btv3_resize256/bj/t1VSt2/L81_00647_784279.tif
train,/imgs/sh/t1/L81_892855_780511.jpg /imgs/sh/t3/L81_892855_780511.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892855_780511.png /building_labels/sh/t1/L81_892855_780511.png /building_labels/sh/t3/L81_892855_780511.png /offset_st_resize256/sh/t1/L81_892855_780511.tif /offset_st_resize256/sh/t3/L81_892855_780511.tif /flow_btv3_resize256/sh/t1VSt3/L81_892855_780511.tif
test,/imgs/bj/t1/L81_00711_784151.jpg /imgs/bj/t3/L81_00711_784151.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00711_784151.png /building_labels/bj/t1/L81_00711_784151.png /building_labels/bj/t3/L81_00711_784151.png
train,/imgs/sh/t2/L81_892871_780471.jpg /imgs/sh/t3/L81_892871_780471.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892871_780471.png /building_labels/sh/t2/L81_892871_780471.png /building_labels/sh/t3/L81_892871_780471.png /offset_st_resize256/sh/t2/L81_892871_780471.tif /offset_st_resize256/sh/t3/L81_892871_780471.tif /flow_btv3_resize256/sh/t2VSt3/L81_892871_780471.tif
train,/imgs/sh/t1/L81_892927_780455.jpg /imgs/sh/t2/L81_892927_780455.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892927_780455.png /building_labels/sh/t1/L81_892927_780455.png /building_labels/sh/t2/L81_892927_780455.png /offset_st_resize256/sh/t1/L81_892927_780455.tif /offset_st_resize256/sh/t2/L81_892927_780455.tif /flow_btv3_resize256/sh/t1VSt2/L81_892927_780455.tif
train,/imgs/bj/t2/L81_00655_784143.jpg /imgs/bj/t3/L81_00655_784143.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00655_784143.png /building_labels/bj/t2/L81_00655_784143.png /building_labels/bj/t3/L81_00655_784143.png /offset_st_resize256/bj/t2/L81_00655_784143.tif /offset_st_resize256/bj/t3/L81_00655_784143.tif /flow_btv3_resize256/bj/t2VSt3/L81_00655_784143.tif
train,/imgs/sh/t1/L81_892911_780495.jpg /imgs/sh/t3/L81_892911_780495.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892911_780495.png /building_labels/sh/t1/L81_892911_780495.png /building_labels/sh/t3/L81_892911_780495.png /offset_st_resize256/sh/t1/L81_892911_780495.tif /offset_st_resize256/sh/t3/L81_892911_780495.tif /flow_btv3_resize256/sh/t1VSt3/L81_892911_780495.tif
val,/imgs/bj/t2/L81_00959_784295.jpg /imgs/bj/t3/L81_00959_784295.jpg /labels/bj/t2VSt3/L81_00959_784295.png /building_labels/bj/t2/L81_00959_784295.png /building_labels/bj/t3/L81_00959_784295.png /offset_st_resize256/bj/t2/L81_00959_784295.tif /offset_st_resize256/bj/t3/L81_00959_784295.tif /flow_btv3_resize256/bj/t2VSt3/L81_00959_784295.tif
train,/imgs/bj/t1/L81_00687_784191.jpg /imgs/bj/t2/L81_00687_784191.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00687_784191.png /building_labels/bj/t1/L81_00687_784191.png /building_labels/bj/t2/L81_00687_784191.png /offset_st_resize256/bj/t1/L81_00687_784191.tif /offset_st_resize256/bj/t2/L81_00687_784191.tif /flow_btv3_resize256/bj/t1VSt2/L81_00687_784191.tif
train,/imgs/sh/t2/L81_892927_780519.jpg /imgs/sh/t3/L81_892927_780519.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892927_780519.png /building_labels/sh/t2/L81_892927_780519.png /building_labels/sh/t3/L81_892927_780519.png /offset_st_resize256/sh/t2/L81_892927_780519.tif /offset_st_resize256/sh/t3/L81_892927_780519.tif /flow_btv3_resize256/sh/t2VSt3/L81_892927_780519.tif
train,/imgs/bj/t1/L81_00831_784207.jpg /imgs/bj/t2/L81_00831_784207.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00831_784207.png /building_labels/bj/t1/L81_00831_784207.png /building_labels/bj/t2/L81_00831_784207.png /offset_st_resize256/bj/t1/L81_00831_784207.tif /offset_st_resize256/bj/t2/L81_00831_784207.tif /flow_btv3_resize256/bj/t1VSt2/L81_00831_784207.tif
train,/imgs/bj/t1/L81_00871_784247.jpg /imgs/bj/t2/L81_00871_784247.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00871_784247.png /building_labels/bj/t1/L81_00871_784247.png /building_labels/bj/t2/L81_00871_784247.png /offset_st_resize256/bj/t1/L81_00871_784247.tif /offset_st_resize256/bj/t2/L81_00871_784247.tif /flow_btv3_resize256/bj/t1VSt2/L81_00871_784247.tif
train,/imgs/bj/t1/L81_00871_784063.jpg /imgs/bj/t3/L81_00871_784063.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00871_784063.png /building_labels/bj/t1/L81_00871_784063.png /building_labels/bj/t3/L81_00871_784063.png /offset_st_resize256/bj/t1/L81_00871_784063.tif /offset_st_resize256/bj/t3/L81_00871_784063.tif /flow_btv3_resize256/bj/t1VSt3/L81_00871_784063.tif
train,/imgs/bj/t1/L81_00863_784191.jpg /imgs/bj/t2/L81_00863_784191.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00863_784191.png /building_labels/bj/t1/L81_00863_784191.png /building_labels/bj/t2/L81_00863_784191.png /offset_st_resize256/bj/t1/L81_00863_784191.tif /offset_st_resize256/bj/t2/L81_00863_784191.tif /flow_btv3_resize256/bj/t1VSt2/L81_00863_784191.tif
val,/imgs/bj/t1/L81_00679_784039.jpg /imgs/bj/t3/L81_00679_784039.jpg /labels/bj/t1VSt3/L81_00679_784039.png /building_labels/bj/t1/L81_00679_784039.png /building_labels/bj/t3/L81_00679_784039.png /offset_st_resize256/bj/t1/L81_00679_784039.tif /offset_st_resize256/bj/t3/L81_00679_784039.tif /flow_btv3_resize256/bj/t1VSt3/L81_00679_784039.tif
train,/imgs/bj/t1/L81_00671_784023.jpg /imgs/bj/t2/L81_00671_784023.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00671_784023.png /building_labels/bj/t1/L81_00671_784023.png /building_labels/bj/t2/L81_00671_784023.png /offset_st_resize256/bj/t1/L81_00671_784023.tif /offset_st_resize256/bj/t2/L81_00671_784023.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784023.tif
train,/imgs/bj/t2/L81_00815_784335.jpg /imgs/bj/t3/L81_00815_784335.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00815_784335.png /building_labels/bj/t2/L81_00815_784335.png /building_labels/bj/t3/L81_00815_784335.png /offset_st_resize256/bj/t2/L81_00815_784335.tif /offset_st_resize256/bj/t3/L81_00815_784335.tif /flow_btv3_resize256/bj/t2VSt3/L81_00815_784335.tif
val,/imgs/bj/t1/L81_00671_784167.jpg /imgs/bj/t2/L81_00671_784167.jpg /labels/bj/t1VSt2/L81_00671_784167.png /building_labels/bj/t1/L81_00671_784167.png /building_labels/bj/t2/L81_00671_784167.png /offset_st_resize256/bj/t1/L81_00671_784167.tif /offset_st_resize256/bj/t2/L81_00671_784167.tif /flow_btv3_resize256/bj/t1VSt2/L81_00671_784167.tif
train,/imgs/bj/t2/L81_00831_784351.jpg /imgs/bj/t3/L81_00831_784351.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00831_784351.png /building_labels/bj/t2/L81_00831_784351.png /building_labels/bj/t3/L81_00831_784351.png /offset_st_resize256/bj/t2/L81_00831_784351.tif /offset_st_resize256/bj/t3/L81_00831_784351.tif /flow_btv3_resize256/bj/t2VSt3/L81_00831_784351.tif
train,/imgs/sh/t1/L81_892831_780455.jpg /imgs/sh/t2/L81_892831_780455.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892831_780455.png /building_labels/sh/t1/L81_892831_780455.png /building_labels/sh/t2/L81_892831_780455.png /offset_st_resize256/sh/t1/L81_892831_780455.tif /offset_st_resize256/sh/t2/L81_892831_780455.tif /flow_btv3_resize256/sh/t1VSt2/L81_892831_780455.tif
test,/imgs/sh/t2/L81_892807_780503.jpg /imgs/sh/t3/L81_892807_780503.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892807_780503.png /building_labels/sh/t2/L81_892807_780503.png /building_labels/sh/t3/L81_892807_780503.png
train,/imgs/bj/t1/L81_00943_784303.jpg /imgs/bj/t2/L81_00943_784303.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00943_784303.png /building_labels/bj/t1/L81_00943_784303.png /building_labels/bj/t2/L81_00943_784303.png /offset_st_resize256/bj/t1/L81_00943_784303.tif /offset_st_resize256/bj/t2/L81_00943_784303.tif /flow_btv3_resize256/bj/t1VSt2/L81_00943_784303.tif
train,/imgs/bj/t2/L81_00671_784143.jpg /imgs/bj/t3/L81_00671_784143.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00671_784143.png /building_labels/bj/t2/L81_00671_784143.png /building_labels/bj/t3/L81_00671_784143.png /offset_st_resize256/bj/t2/L81_00671_784143.tif /offset_st_resize256/bj/t3/L81_00671_784143.tif /flow_btv3_resize256/bj/t2VSt3/L81_00671_784143.tif
test,/imgs/bj/t1/L81_00679_784031.jpg /imgs/bj/t3/L81_00679_784031.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00679_784031.png /building_labels/bj/t1/L81_00679_784031.png /building_labels/bj/t3/L81_00679_784031.png
train,/imgs/bj/t1/L81_00815_784215.jpg /imgs/bj/t3/L81_00815_784215.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00815_784215.png /building_labels/bj/t1/L81_00815_784215.png /building_labels/bj/t3/L81_00815_784215.png /offset_st_resize256/bj/t1/L81_00815_784215.tif /offset_st_resize256/bj/t3/L81_00815_784215.tif /flow_btv3_resize256/bj/t1VSt3/L81_00815_784215.tif
train,/imgs/sh/t1/L81_892807_780511.jpg /imgs/sh/t2/L81_892807_780511.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892807_780511.png /building_labels/sh/t1/L81_892807_780511.png /building_labels/sh/t2/L81_892807_780511.png /offset_st_resize256/sh/t1/L81_892807_780511.tif /offset_st_resize256/sh/t2/L81_892807_780511.tif /flow_btv3_resize256/sh/t1VSt2/L81_892807_780511.tif
train,/imgs/sh/t2/L81_892799_780487.jpg /imgs/sh/t3/L81_892799_780487.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892799_780487.png /building_labels/sh/t2/L81_892799_780487.png /building_labels/sh/t3/L81_892799_780487.png /offset_st_resize256/sh/t2/L81_892799_780487.tif /offset_st_resize256/sh/t3/L81_892799_780487.tif /flow_btv3_resize256/sh/t2VSt3/L81_892799_780487.tif
train,/imgs/sh/t1/L81_892815_780527.jpg /imgs/sh/t2/L81_892815_780527.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892815_780527.png /building_labels/sh/t1/L81_892815_780527.png /building_labels/sh/t2/L81_892815_780527.png /offset_st_resize256/sh/t1/L81_892815_780527.tif /offset_st_resize256/sh/t2/L81_892815_780527.tif /flow_btv3_resize256/sh/t1VSt2/L81_892815_780527.tif
train,/imgs/bj/t2/L81_00687_784287.jpg /imgs/bj/t3/L81_00687_784287.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00687_784287.png /building_labels/bj/t2/L81_00687_784287.png /building_labels/bj/t3/L81_00687_784287.png /offset_st_resize256/bj/t2/L81_00687_784287.tif /offset_st_resize256/bj/t3/L81_00687_784287.tif /flow_btv3_resize256/bj/t2VSt3/L81_00687_784287.tif
train,/imgs/bj/t1/L81_00823_784047.jpg /imgs/bj/t3/L81_00823_784047.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00823_784047.png /building_labels/bj/t1/L81_00823_784047.png /building_labels/bj/t3/L81_00823_784047.png /offset_st_resize256/bj/t1/L81_00823_784047.tif /offset_st_resize256/bj/t3/L81_00823_784047.tif /flow_btv3_resize256/bj/t1VSt3/L81_00823_784047.tif
train,/imgs/bj/t1/L81_00671_784295.jpg /imgs/bj/t3/L81_00671_784295.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00671_784295.png /building_labels/bj/t1/L81_00671_784295.png /building_labels/bj/t3/L81_00671_784295.png /offset_st_resize256/bj/t1/L81_00671_784295.tif /offset_st_resize256/bj/t3/L81_00671_784295.tif /flow_btv3_resize256/bj/t1VSt3/L81_00671_784295.tif
test,/imgs/sh/t1/L81_892815_780423.jpg /imgs/sh/t3/L81_892815_780423.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892815_780423.png /building_labels/sh/t1/L81_892815_780423.png /building_labels/sh/t3/L81_892815_780423.png
train,/imgs/sh/t2/L81_892903_780495.jpg /imgs/sh/t3/L81_892903_780495.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892903_780495.png /building_labels/sh/t2/L81_892903_780495.png /building_labels/sh/t3/L81_892903_780495.png /offset_st_resize256/sh/t2/L81_892903_780495.tif /offset_st_resize256/sh/t3/L81_892903_780495.tif /flow_btv3_resize256/sh/t2VSt3/L81_892903_780495.tif
train,/imgs/bj/t2/L81_00663_784175.jpg /imgs/bj/t3/L81_00663_784175.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784175.png /building_labels/bj/t2/L81_00663_784175.png /building_labels/bj/t3/L81_00663_784175.png /offset_st_resize256/bj/t2/L81_00663_784175.tif /offset_st_resize256/bj/t3/L81_00663_784175.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784175.tif
test,/imgs/sh/t1/L81_892879_780455.jpg /imgs/sh/t2/L81_892879_780455.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892879_780455.png /building_labels/sh/t1/L81_892879_780455.png /building_labels/sh/t2/L81_892879_780455.png
train,/imgs/bj/t2/L81_00839_784191.jpg /imgs/bj/t3/L81_00839_784191.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00839_784191.png /building_labels/bj/t2/L81_00839_784191.png /building_labels/bj/t3/L81_00839_784191.png /offset_st_resize256/bj/t2/L81_00839_784191.tif /offset_st_resize256/bj/t3/L81_00839_784191.tif /flow_btv3_resize256/bj/t2VSt3/L81_00839_784191.tif
train,/imgs/bj/t1/L81_00655_784303.jpg /imgs/bj/t2/L81_00655_784303.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00655_784303.png /building_labels/bj/t1/L81_00655_784303.png /building_labels/bj/t2/L81_00655_784303.png /offset_st_resize256/bj/t1/L81_00655_784303.tif /offset_st_resize256/bj/t2/L81_00655_784303.tif /flow_btv3_resize256/bj/t1VSt2/L81_00655_784303.tif
train,/imgs/sh/t1/L81_892863_780463.jpg /imgs/sh/t3/L81_892863_780463.jpg /labels_unch0ch1ig255/sh/t1VSt3/L81_892863_780463.png /building_labels/sh/t1/L81_892863_780463.png /building_labels/sh/t3/L81_892863_780463.png /offset_st_resize256/sh/t1/L81_892863_780463.tif /offset_st_resize256/sh/t3/L81_892863_780463.tif /flow_btv3_resize256/sh/t1VSt3/L81_892863_780463.tif
train,/imgs/bj/t1/L81_00647_784311.jpg /imgs/bj/t3/L81_00647_784311.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00647_784311.png /building_labels/bj/t1/L81_00647_784311.png /building_labels/bj/t3/L81_00647_784311.png /offset_st_resize256/bj/t1/L81_00647_784311.tif /offset_st_resize256/bj/t3/L81_00647_784311.tif /flow_btv3_resize256/bj/t1VSt3/L81_00647_784311.tif
train,/imgs/sh/t2/L81_892863_780503.jpg /imgs/sh/t3/L81_892863_780503.jpg /labels_unch0ch1ig255/sh/t2VSt3/L81_892863_780503.png /building_labels/sh/t2/L81_892863_780503.png /building_labels/sh/t3/L81_892863_780503.png /offset_st_resize256/sh/t2/L81_892863_780503.tif /offset_st_resize256/sh/t3/L81_892863_780503.tif /flow_btv3_resize256/sh/t2VSt3/L81_892863_780503.tif
train,/imgs/bj/t2/L81_00663_784031.jpg /imgs/bj/t3/L81_00663_784031.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784031.png /building_labels/bj/t2/L81_00663_784031.png /building_labels/bj/t3/L81_00663_784031.png /offset_st_resize256/bj/t2/L81_00663_784031.tif /offset_st_resize256/bj/t3/L81_00663_784031.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784031.tif
train,/imgs/bj/t2/L81_00823_784151.jpg /imgs/bj/t3/L81_00823_784151.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00823_784151.png /building_labels/bj/t2/L81_00823_784151.png /building_labels/bj/t3/L81_00823_784151.png /offset_st_resize256/bj/t2/L81_00823_784151.tif /offset_st_resize256/bj/t3/L81_00823_784151.tif /flow_btv3_resize256/bj/t2VSt3/L81_00823_784151.tif
train,/imgs/bj/t1/L81_00639_784303.jpg /imgs/bj/t3/L81_00639_784303.jpg /labels_unch0ch1ig255/bj/t1VSt3/L81_00639_784303.png /building_labels/bj/t1/L81_00639_784303.png /building_labels/bj/t3/L81_00639_784303.png /offset_st_resize256/bj/t1/L81_00639_784303.tif /offset_st_resize256/bj/t3/L81_00639_784303.tif /flow_btv3_resize256/bj/t1VSt3/L81_00639_784303.tif
test,/imgs/bj/t2/L81_00655_784071.jpg /imgs/bj/t3/L81_00655_784071.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00655_784071.png /building_labels/bj/t2/L81_00655_784071.png /building_labels/bj/t3/L81_00655_784071.png
train,/imgs/bj/t2/L81_00663_784167.jpg /imgs/bj/t3/L81_00663_784167.jpg /labels_unch0ch1ig255/bj/t2VSt3/L81_00663_784167.png /building_labels/bj/t2/L81_00663_784167.png /building_labels/bj/t3/L81_00663_784167.png /offset_st_resize256/bj/t2/L81_00663_784167.tif /offset_st_resize256/bj/t3/L81_00663_784167.tif /flow_btv3_resize256/bj/t2VSt3/L81_00663_784167.tif
train,/imgs/sh/t1/L81_892879_780479.jpg /imgs/sh/t2/L81_892879_780479.jpg /labels_unch0ch1ig255/sh/t1VSt2/L81_892879_780479.png /building_labels/sh/t1/L81_892879_780479.png /building_labels/sh/t2/L81_892879_780479.png /offset_st_resize256/sh/t1/L81_892879_780479.tif /offset_st_resize256/sh/t2/L81_892879_780479.tif /flow_btv3_resize256/sh/t1VSt2/L81_892879_780479.tif
train,/imgs/bj/t1/L81_00823_784287.jpg /imgs/bj/t2/L81_00823_784287.jpg /labels_unch0ch1ig255/bj/t1VSt2/L81_00823_784287.png /building_labels/bj/t1/L81_00823_784287.png /building_labels/bj/t2/L81_00823_784287.png /offset_st_resize256/bj/t1/L81_00823_784287.tif /offset_st_resize256/bj/t2/L81_00823_784287.tif /flow_btv3_resize256/bj/t1VSt2/L81_00823_784287.tif
